id,chapter_code,cn_code,descriptions,msds_classification
28821,8708,87084050000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28822,8708,8708406000,Parts:,0
28823,8708,87084060000,Of tractors suitable for agricultural use,0
28824,8708,87084065000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28825,8708,8708407000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28826,8708,87084070000,Of cast iron,0
28827,8708,870840750,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28828,8708,87084075700,Steel forgings,0
28829,8708,87084075800,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28830,8708,8708500,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28831,8708,8708501000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28832,8708,8708501000,For tractors (except road tractors):,0
28833,8708,870850110,For tractors suitable for agricultural use,0
28834,8708,87085011100,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28835,8708,87085011500,Non-driving axles,0
28836,8708,870850310,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28837,8708,87085031100,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28838,8708,87085031500,Non-driving axles,0
28839,8708,870850510,For vehicles of heading 8703,0
28840,8708,87085051100,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28841,8708,87085051500,Non-driving axles,0
28842,8708,8708506000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28843,8708,87085061000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28844,8708,87085065000,Non-driving axles,0
28845,8708,8708507000,Parts:,0
28846,8708,8708507000,For tractors (except road tractors):,0
28847,8708,87085070000,For tractors suitable for agricultural use,0
28848,8708,87085075000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28849,8708,8708507000,For vehicles of heading 8703:,0
28850,8708,87085079000,Parts of non-driving axles,0
28851,8708,8708508000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28852,8708,87085081000,Of cast iron,0
28853,8708,8708508000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28854,8708,87085085000,Half-shafts,0
28855,8708,87085089000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28856,8708,8708509000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28857,8708,870850910,Parts of non-driving axles,0
28858,8708,87085091100,Spindles,0
28859,8708,87085091500,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28860,8708,8708509000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28861,8708,87085093000,Of cast iron,0
28862,8708,8708509000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28863,8708,87085095000,Half-shafts,0
28864,8708,87085099000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28865,8708,8708700,Road wheels and parts and accessories thereof:,0
28866,8708,8708700000,For tractors (except road tractors):,0
28867,8708,8708700000,For tractors suitable for agricultural use:,0
28868,8708,87087005000,Road wheels,0
28869,8708,87087015000,Parts and accessories,0
28870,8708,8708702000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28871,8708,87087025000,Road wheels,0
28872,8708,87087035000,Parts and accessories,0
28873,8708,8708704000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28874,8708,870870450,Road wheels,0
28875,8708,87087045300,"For vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702, 8704 or 8705",0
28876,8708,8.7087E+11,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28877,8708,8.7087E+11,Of aluminum:,0
28878,8708,87087045460,Wheels having a diameter of at least 57 cm but not more than 63 cm,0
28879,8708,87087045480,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28880,8708,87087045600,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28881,8708,870870600,Parts and accessories,0
28882,8708,87087060300,"Wheel rims for vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702, 8703, 8704, or 8705",0
28883,8708,87087060450,"Wheel covers and hubcaps for vehicles of subheading 8701.21, 8701.22, 8701.23, 8701.24 or 8701.29 or heading 8702, 8703, 8704 or 8705",0
28884,8708,87087060600,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28885,8708,8708800,Suspension systems and parts thereof (including shock absorbers):,0
28886,8708,8708800000,Suspension systems (including shock absorbers):,0
28887,8708,8708800000,For tractors suitable for agricultural use:,0
28888,8708,87088003000,McPherson struts,0
28889,8708,87088005000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28890,8708,8708801000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28891,8708,87088013000,McPherson struts,0
28892,8708,87088016000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28893,8708,8708805000,Parts:,0
28894,8708,87088051000,Of tractors suitable for agricultural use,0
28895,8708,87088055000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28896,8708,8708806000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28897,8708,87088060000,Of cast iron,0
28898,8708,870880650,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28899,8708,87088065100,Beam hanger brackets,0
28900,8708,87088065900,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28901,8708,87089000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28902,8708,8708910,Radiators and parts thereof:,0
28903,8708,8708911000,Radiators:,0
28904,8708,87089110000,For tractors suitable for agricultural use,0
28905,8708,87089150000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28906,8708,8708916000,Parts:,0
28907,8708,87089160000,For tractors suitable for agricultural use,0
28908,8708,87089165000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28909,8708,8708917000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28910,8708,87089170000,Of cast iron,0
28911,8708,870891750,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28912,8708,87089175100,Radiator cores,0
28913,8708,87089175500,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28914,8708,8708920,Mufflers and exhaust pipes; parts thereof:,0
28915,8708,8708921000,Mufflers and exhaust pipes:,0
28916,8708,87089210000,For tractors suitable for agricultural use,0
28917,8708,87089250000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28918,8708,8708926000,Parts:,0
28919,8708,87089260000,For tractors suitable for agricultural use,0
28920,8708,87089265000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28921,8708,8708927000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28922,8708,87089270000,Of cast iron,0
28923,8708,87089275000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28924,8708,8708930,Clutches and parts thereof:,0
28925,8708,8708931000,For tractors suitable for agricultural use:,0
28926,8708,87089315000,Clutches,0
28927,8708,87089330000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28928,8708,8708936000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28929,8708,87089360000,Clutches,0
28930,8708,87089375000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28931,8708,8708940,"Steering wheels, steering columns and steering boxes; parts thereof:",0
28932,8708,8708941000,"Steering wheels, steering columns and steering boxes:",0
28933,8708,87089410000,For tractors suitable for agricultural use,0
28934,8708,87089450000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28935,8708,8708946000,Parts:,0
28936,8708,87089460000,For tractors suitable for agricultural use,0
28937,8708,87089465000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28938,8708,8708947000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28939,8708,87089470000,Of cast iron,0
28940,8708,870894750,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28941,8708,87089475100,Steering shaft assemblies incorporating universal joints,0
28942,8708,87089475500,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28943,8708,8708950,Safety airbags with inflater system; parts thereof:,0
28944,8708,87089505000,Inflaters and modules for airbags,0
28945,8708,8708951000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28946,8708,87089510000,For tractors suitable for agricultural use,0
28947,8708,87089515000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28948,8708,87089520000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28949,8708,8708990,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28950,8708,8708990000,Parts of tractors suitable for agricultural use:,0
28951,8708,87089903000,Vibration control goods containing rubber,0
28952,8708,87089906000,Double flanged wheel hub units incorporating ball bearings,0
28953,8708,87089916000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28954,8708,87089923000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28955,8708,8708992000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28956,8708,87089927000,Vibration control goods containing rubber,0
28957,8708,87089931000,Double flanged wheel hub units incorporating ball bearings,0
28958,8708,87089941000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28959,8708,870899480,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28960,8708,87089948100,Tracklinks for track-laying tractors,0
28961,8708,87089948500,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28962,8708,8708995000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28963,8708,87089953000,Of cast-iron,0
28964,8708,8708995000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28965,8708,87089955000,Vibration control goods containing rubber,0
28966,8708,87089958000,Double flanged wheel hub units incorporating ball bearings,0
28967,8708,8708996000,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28968,8708,870899680,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28969,8708,87089968050,Drive shafts,0
28970,8708,87089968100,Forged universal joints for vehicles of heading 8703,0
28971,8708,87089968200,Forged universal joints for vehicles of heading 8704,0
28972,8708,87089968900,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28973,8708,870899810,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28974,8708,87089981050,"Brake hoses of plastics, with attached fittings",0
28975,8708,87089981150,Double flanged wheel hub units not incorporating ball bearings,0
28976,8708,87089981300,Slide-in campers,0
28977,8708,87089981600,Cable traction devices,0
28978,8708,87089981800,Others in the category of Parts and accessories of the motor vehicles of headings 8701 to 8705:,0
28979,8709,87090,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:",0
28980,8709,87091000,Vehicles:,0
28981,8709,870911000,Electrical,0
28982,8709,87091100300,Operator riding,0
28983,8709,87091100600,"Others in the category of Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:",0
28984,8709,870919000,"Others in the category of Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:",0
28985,8709,87091900300,Operator riding,0
28986,8709,87091900600,"Others in the category of Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:",0
28987,8709,870990000,Parts:,0
28988,8709,87099000100,Road wheels,0
28989,8709,87099000200,Wheel and tire assemblies,0
28990,8709,87099000900,"Others in the category of Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles:",0
28991,8710,871000000,Others in the category of Vehicles:,0
28992,8710,8.71E+11,Vehicles:,0
28993,8710,87100000300,Tracked (including half-tracked),0
28994,8710,87100000600,Others in the category of Vehicles:,0
28995,8710,87100000900,Parts,0
28996,8711,87110,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars:",0
28997,8711,87111000000,With internal combustion piston engine of a cylinder capacity not exceeding 50 cc,0
28998,8711,871120000,With internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,0
28999,8711,87112000300,Exceeding 50 cc but not exceeding 90 cc,0
29000,8711,87112000600,Exceeding 90 cc but not exceeding 190 cc,0
29001,8711,87112000900,Exceeding 190 cc but not exceeding 250 cc,0
29002,8711,871130000,With internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,0
29003,8711,87113000300,Exceeding 250 cc but not exceeding 290 cc,0
29004,8711,87113000600,Exceeding 290 cc but not exceeding 490 cc,0
29005,8711,87113000900,Exceeding 490 cc but not exceeding 500 cc,0
29006,8711,8711400,With internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc:,0
29007,8711,87114030000,Exceeding 500 cc but not exceeding 700 cc,0
29008,8711,871140600,Exceeding 700 cc but not exceeding 800 cc,0
29009,8711,87114060300,Exceeding 700 cc but not exceeding 790 cc,0
29010,8711,87114060600,Exceeding 790 cc but not exceeding 800 cc,0
29011,8711,871150000,With internal combustion piston engine of a cylinder capacity exceeding 800 cc,0
29012,8711,87115000300,Exceeding 800 cc but not exceeding 970 cc,0
29013,8711,87115000600,Exceeding 970 cc,0
29014,8711,871160000,With electric motor for propulsion,0
29015,8711,87116000500,Of an output not exceeding 250 W,0
29016,8711,87116000900,"Others in the category of Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars:",0
29017,8711,87119001000,"Others in the category of Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars:",0
29018,8712,8712000,Others in the category of Bicycles having both wheels not exceeding 63.5 cm in diameter,0
29019,8712,871200150,Bicycles having both wheels not exceeding 63.5 cm in diameter,0
29020,8712,87120015100,Having both wheels not exceeding 50 cm in diameter,0
29021,8712,87120015200,Having both wheels exceeding 50 cm but not exceeding 55 cm in diameter,0
29022,8712,87120015500,Having both wheels exceeding 55 cm but not exceeding 63.5 cm in diameter,0
29023,8712,8712002000,Bicycles having both wheels exceeding 63.5 cm in diameter:,0
29024,8712,87120025000,If weighing less than 16.3 kg complete without accessories and not designed for use with tires having a cross-sectional diameter exceeding 4.13 cm,0
29025,8712,87120035000,Others in the category of Bicycles having both wheels not exceeding 63.5 cm in diameter,0
29026,8712,87120044000,"Bicycles having a front wheel exceeding 55 cm but not exceeding 63.5 cm in diameter and a rear wheel exceeding 63.5 cm in diameter, weighing less than 16.3 kg complete without accessories and not designed for use with tires having a cross-sectional diameter exceeding 4.13 cm, valued $200 or more each",0
29027,8712,87120048000,Others in the category of Bicycles having both wheels not exceeding 63.5 cm in diameter,0
29028,8712,87120050000,Others in the category of Bicycles having both wheels not exceeding 63.5 cm in diameter,0
29029,8713,87130,"Others in the category of Carriages for disabled persons, whether or not motorized or otherwise mechanically propelled:",0
29030,8713,87131000000,Not mechanically propelled,0
29031,8713,871390000,"Others in the category of Carriages for disabled persons, whether or not motorized or otherwise mechanically propelled:",0
29032,8713,87139000300,Three-wheeled,0
29033,8713,87139000600,"Others in the category of Carriages for disabled persons, whether or not motorized or otherwise mechanically propelled:",0
29034,8714,87140,Parts and accessories of vehicles of headings 8711 to 8713:,0
29035,8714,871410000,Of motorcycles (including mopeds),0
29036,8714,87141000100,Saddles and seats,0
29037,8714,87141000200,Wheels,0
29038,8714,87141000500,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29039,8714,87142000000,Of carriages for disabled persons,0
29040,8714,87149000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29041,8714,8714910,"Frames and forks, and parts thereof:",0
29042,8714,8714912000,Frames:,0
29043,8714,87149120000,Valued over $600 each,0
29044,8714,87149130000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29045,8714,87149150000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29046,8714,87149190000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29047,8714,8714920,Wheel rims and spokes:,0
29048,8714,87149210000,Wheel rims,0
29049,8714,87149250000,Spokes,0
29050,8714,8714930,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29051,8714,8714930000,Hubs:,0
29052,8714,87149305000,Aluminum alloy hubs with a hollow axle and lever-operated quick release mechanism,0
29053,8714,8714931000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29054,8714,87149315000,Three speed,0
29055,8714,8714932000,Variable speed (except three speed) with internal gear changing mechanisms:,0
29056,8714,87149324000,Two speed,0
29057,8714,87149328000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29058,8714,87149335000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29059,8714,871493700,Free-wheel sprocket-wheels,0
29060,8714,87149370300,Multiple free-wheel sprockets,0
29061,8714,87149370600,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29062,8714,8714940,"Brakes, including coaster braking hubs and hub brakes, and parts thereof:",0
29063,8714,871494300,"Drum brakes, caliper and cantilever bicycle brakes, and coaster brakes; parts thereof (including cable or inner wire therefor, fitted with fittings)",0
29064,8714,87149430200,Caliper and cantilever bicycle brakes,0
29065,8714,8.71494E+11,Coaster brakes:,0
29066,8714,87149430400,Designed for single-speed bicycles,0
29067,8714,8.71494E+11,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29068,8714,87149430500,Designed for three-speed bicycles,0
29069,8714,87149430600,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29070,8714,87149430800,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29071,8714,87149490000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29072,8714,87149500000,Saddles,0
29073,8714,8714960,"Pedals and crank-gear, and parts thereof:",0
29074,8714,87149610000,Pedals and parts thereof,0
29075,8714,87149650000,Cotterless-type crank sets and parts thereof,0
29076,8714,87149690000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29077,8714,8714990,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29078,8714,87149910000,Click twist grips and click stick levers,0
29079,8714,87149950000,Derailleurs and parts thereof,0
29080,8714,87149960000,"Trigger and twist grip controls for three speed hubs, and parts thereof; bicycle handlebar stems wholly of aluminum alloy (including their hardware of any material), valued over $2.15 each; and bicycle handlebar stem rotor assemblies",0
29081,8714,87149980000,Others in the category of Parts and accessories of vehicles of headings 8711 to 8713:,0
29082,8715,871500000,Baby carriages (including strollers) and parts thereof,0
29083,8715,87150000200,Baby carriages (including strollers),0
29084,8715,87150000400,Parts,0
29085,8716,87160,Others in the category of Trailers and semi-trailers for housing or camping,0
29086,8716,871610000,Trailers and semi-trailers for housing or camping,0
29087,8716,87161000300,Less than 10.6 m in length,0
29088,8716,87161000750,10.6 m or more in length,0
29089,8716,87162000000,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0
29090,8716,87163000,Others in the category of Trailers and semi-trailers for housing or camping,0
29091,8716,87163100000,Tanker trailers and tanker semi-trailers,0
29092,8716,871639000,Others in the category of Trailers and semi-trailers for housing or camping,0
29093,8716,87163900100,Agricultural,0
29094,8716,87163900200,For use with the vehicles of heading 8709,0
29095,8716,8.71639E+11,Others in the category of Trailers and semi-trailers for housing or camping,0
29096,8716,87163900300,For use with the vehicles of heading 8703,0
29097,8716,8.71639E+11,Others in the category of Trailers and semi-trailers for housing or camping,0
29098,8716,87163900400,Van type,0
29099,8716,87163900500,Platform type,0
29100,8716,87163900900,Others in the category of Trailers and semi-trailers for housing or camping,0
29101,8716,87164000000,Others in the category of Trailers and semi-trailers for housing or camping,0
29102,8716,8716800,Others in the category of Trailers and semi-trailers for housing or camping,0
29103,8716,87168010000,Farm wagons and carts,0
29104,8716,871680500,Others in the category of Trailers and semi-trailers for housing or camping,0
29105,8716,87168050100,Industrial hand trucks,0
29106,8716,8.71681E+11,Others in the category of Trailers and semi-trailers for housing or camping,0
29107,8716,87168050200,Portable luggage carts,0
29108,8716,87168050900,Others in the category of Trailers and semi-trailers for housing or camping,0
29109,8716,8716900,Parts:,0
29110,8716,871690100,Parts of farm wagons and carts:,0
29111,8716,87169010100,Road wheels,0
29112,8716,87169010200,Wheel and tire assemblies,0
29113,8716,87169010900,Others in the category of Trailers and semi-trailers for housing or camping,0
29114,8716,87169030000,Others in the category of Trailers and semi-trailers for housing or camping,0
29115,8716,871690500,Others in the category of Trailers and semi-trailers for housing or camping,0
29116,8716,87169050100,Axles and parts thereof,0
29117,8716,8.71691E+11,Wheels:,0
29118,8716,87169050350,"Steel wheels measuring 30 to 42 cm in diameter, whether or not assembled",0
29119,8716,8.71691E+11,Others in the category of Trailers and semi-trailers for housing or camping,0
29120,8716,8.71691E+11,Wheels:,0
29121,8716,8.71691E+11,Having a diameter of at least 57 cm but not more than 63 cm:,0
29122,8716,87169050460,Of aluminum,0
29123,8716,87169050470,Of steel,0
29124,8716,87169050480,Others in the category of Trailers and semi-trailers for housing or camping,0
29125,8716,8.71691E+11,Wheels with tires:,0
29126,8716,87169050560,Wheels with tires for off-the-highway use,0
29127,8716,87169050590,Others in the category of Trailers and semi-trailers for housing or camping,0
29128,8716,87169050600,Others in the category of Trailers and semi-trailers for housing or camping,0
29129,8801,880100000,Others in the category of Gliders and hang gliders:,0
29130,8801,8.801E+11,Gliders and hang gliders:,0
29131,8801,88010000100,Hang gliders,0
29132,8801,88010000200,Gliders,0
29133,8801,88010000500,Others in the category of Gliders and hang gliders:,0
29134,8802,88020,Others in the category of Helicopters:,0
29135,8802,88021000,Helicopters:,0
29136,8802,880211010,"Of an unladen weight not exceeding 2,000 kg",0
29137,8802,8.80211E+11,New:,0
29138,8802,88021101150,Military,0
29139,8802,8.80211E+11,Others in the category of Helicopters:,0
29140,8802,88021101300,Of an unladen weight not exceeding 998 kg,0
29141,8802,88021101450,"Of an unladen weight exceeding 998 but not exceeding 2,000 kg",0
29142,8802,8.80211E+11,Used or rebuilt:,0
29143,8802,88021101600,Military,0
29144,8802,88021101900,Others in the category of Helicopters:,0
29145,8802,880212010,"Of an unladen weight exceeding 2,000 kg",0
29146,8802,8.80212E+11,New:,0
29147,8802,88021201200,Military,0
29148,8802,88021201400,Others in the category of Helicopters:,0
29149,8802,8.80212E+11,Used or rebuilt:,0
29150,8802,88021201600,Military,0
29151,8802,88021201800,Others in the category of Helicopters:,0
29152,8802,880220010,Others in the category of Helicopters:,0
29153,8802,88022001150,Of an unladen weight not exceeding 450 kg,0
29154,8802,8.8022E+11,Others in the category of Helicopters:,0
29155,8802,8.8022E+11,New:,0
29156,8802,8.8022E+11,Military aircraft:,0
29157,8802,88022001200,Airplanes,0
29158,8802,88022001300,Others in the category of Helicopters:,0
29159,8802,8.8022E+11,Others in the category of Helicopters:,0
29160,8802,88022001400,Single engine airplanes,0
29161,8802,88022001500,Multiple engine airplanes,0
29162,8802,88022001600,Others in the category of Helicopters:,0
29163,8802,8.8022E+11,Used or rebuilt:,0
29164,8802,88022001700,Military aircraft,0
29165,8802,88022001800,Others in the category of Helicopters:,0
29166,8802,880230010,Others in the category of Helicopters:,0
29167,8802,8.8023E+11,New:,0
29168,8802,8.8023E+11,Military aircraft:,0
29169,8802,88023001100,Fighters,0
29170,8802,88023001200,Others in the category of Helicopters:,0
29171,8802,8.8023E+11,Others in the category of Helicopters:,0
29172,8802,8.8023E+11,Multiple engine airplanes:,0
29173,8802,88023001300,"Of an unladen weight exceeding 2,000 but not exceeding 4,536 kg",0
29174,8802,8.8023E+11,"Of an unladen weight exceeding 4,536 but not exceeding 15,000 kg:",0
29175,8802,88023001400,Turbofan powered,0
29176,8802,88023001500,Others in the category of Helicopters:,0
29177,8802,88023001600,Others in the category of Helicopters:,0
29178,8802,8.8023E+11,Used or rebuilt:,0
29179,8802,88023001700,Military aircraft,0
29180,8802,88023001800,Others in the category of Helicopters:,0
29181,8802,880240010,Others in the category of Helicopters:,0
29182,8802,8.8024E+11,New:,0
29183,8802,8.8024E+11,Military aircraft:,0
29184,8802,88024001150,Fighters,0
29185,8802,88024001200,Cargo transports,0
29186,8802,88024001300,Others in the category of Helicopters:,0
29187,8802,8.8024E+11,Others in the category of Helicopters:,0
29188,8802,88024001400,Passenger transports,0
29189,8802,88024001600,Cargo transports,0
29190,8802,88024001700,Others in the category of Helicopters:,0
29191,8802,8.8024E+11,Used or rebuilt:,0
29192,8802,88024001800,Military aircraft,0
29193,8802,88024001900,Others in the category of Helicopters:,0
29194,8802,8802600,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles:,0
29195,8802,88026030000,Communications satellites,0
29196,8802,880260900,Others in the category of Helicopters:,0
29197,8802,88026090200,Military,0
29198,8802,88026090400,Others in the category of Helicopters:,0
29199,8804,88040000000,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,0
29200,8805,88050,Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles:,0
29201,8805,88051000000,Aircraft launching gear and parts thereof; deck- arrestors or similar gear and parts thereof,0
29202,8805,88052000,Ground flying trainers and parts thereof:,0
29203,8805,88052100000,Air combat simulators and parts thereof,0
29204,8805,88052900000,Others in the category of Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles:,0
29205,8806,88060,Unmanned aircraft:,0
29206,8806,88061000000,Designed for the carriage of passengers,0
29207,8806,88062000,Others in the category of Unmanned aircraft:,0
29208,8806,88062100000,With maximum take-off weight not more than 250 g,0
29209,8806,88062200000,With maximum take-off weight more than 250 g but not more than 7 kg,0
29210,8806,88062300000,With maximum take-off weight more than 7 kg but not more than 25 kg,0
29211,8806,88062400000,With maximum take-off weight more than 25 kg but not more than 150 kg,0
29212,8806,88062900000,Others in the category of Unmanned aircraft:,0
29213,8806,88069000,Others in the category of Unmanned aircraft:,0
29214,8806,88069100000,With maximum take-off weight not more than 250 g,0
29215,8806,88069200000,With maximum take-off weight more than 250 g but not more than 7 kg,0
29216,8806,88069300000,With maximum take-off weight more than 7 kg but not more than 25 kg,0
29217,8806,88069400000,With maximum take-off weight more than 25 kg but not more than 150 kg,0
29218,8806,88069900000,Others in the category of Unmanned aircraft:,0
29219,8807,88070,"Parts of goods of heading 8801, 8802 or 8806:",0
29220,8807,880710000,Propellers and rotors and parts thereof,0
29221,8807,8.8071E+11,For use in civil aircraft:,0
29222,8807,88071000150,For use by the Department of Defense or the United States Coast Guard,0
29223,8807,88071000300,"Others in the category of Parts of goods of heading 8801, 8802 or 8806:",0
29224,8807,88071000600,"Others in the category of Parts of goods of heading 8801, 8802 or 8806:",0
29225,8807,880720000,Undercarriages and parts thereof,0
29226,8807,8.8072E+11,For use in civil aircraft:,0
29227,8807,88072000150,For use by the Department of Defense or the United States Coast Guard,0
29228,8807,88072000300,"Others in the category of Parts of goods of heading 8801, 8802 or 8806:",0
